"Response ID";"Date submitted";"Last page";"Start language";"Seed";"Date started";"Date last action";"IP address";"Referrer URL";"Who are you?  (Multiple options can be selected)  [LTS user]";"Who are you?  (Multiple options can be selected)  [LTS contributor/developer]";"Who are you?  (Multiple options can be selected)  [LTS sponsor]";"Who are you?  (Multiple options can be selected)  [Debian developer (project member)]";"Who are you?  (Multiple options can be selected)  [Debian FTP team member]";"Who are you?  (Multiple options can be selected)  [Debian security team member]";"Who are you?  (Multiple options can be selected)  [Debian release team member]";"Who are you?  (Multiple options can be selected)  [Debian www team member]";"Who are you?  (Multiple options can be selected)  [Debian System Administrator (DSA)]";"Who are you?  (Multiple options can be selected)  [Debian Buildd Admin]";"Who are you?  (Multiple options can be selected)  [Other]";"How long have you been using Debian?";"How long have you been using LTS?";"Are you using Extended LTS (ELTS)?";"Why do you use LTS?     Please skip this and the next five questions if you are not using LTS and continue with question 11. ";"On a scale of 1 (= very unhappy) to 10 (= very happy) how happy are you with the quality of the LTS updates? [Array]";"On a scale of 1 (= very unhappy) to 10 (= very happy), how happy are you with the how quickly LTS updates reach you? [Array]";"How would you feel if you could no longer use Debian LTS?";"Where do you use Debian LTS? [At home.]";"Where do you use Debian LTS? [At work.]";"Where do you use Debian LTS? [In another organization.]";"If you use LTS at work or in an organization, how big is that organization?";"Questions for everyone again:On a scale from 1 (= very unhappy) to 10 (= very happy), if your Debian duties led you to interact with LTS contributors, how would you rate the interaction with said contributors? [Array]";"Do you see problems with/about Debian LTS and if so, which?";"What suggestions/wishes do you have for Debian LTS?";"How likely is it that you would recommend Debian LTS to a friend or colleague? (1 = very unlikely, 10 = very likely) [Array]";"Total time";"Group time: Debian LTS Survey";"Question time: G01Q001";"Question time: G01Q17";"Question time: G01Q16";"Question time: G00Q13";"Question time: G01Q05";"Question time: G01Q06";"Question time: G01Q07";"Question time: G01Q13";"Question time: G01Q18";"Question time: G01Q19";"Question time: G01Q09";"Question time: G01Q10";"Question time: G01Q11";"Question time: G01Q12"
"1472";"";"";"en";"5191146";"2020-07-26 18:56:05";"2020-07-26 18:56:05";"76.126.59.206";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1473";"2020-07-26 19:03:14";"1";"en";"779206193";"2020-07-26 19:01:13";"2020-07-26 19:03:14";"80.99.180.177";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"1-3 years";"No.";"";"10";"10";"Very disappointed.";"No";"Yes";"No";"101-1000 people";"";"";"";"";"215.1";"215.1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1474";"2020-07-26 19:08:15";"1";"en";"1276810164";"2020-07-26 19:04:24";"2020-07-26 19:08:15";"94.134.182.188";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"4-6 years";"No.";"Lazyness. Updating Debian always takes a day or two and though I like new features I like stable running systems more. ";"9";"4";"Somewhat disappointed.";"No";"Yes";"No";"11-100 people";"";"";"";"8";"462.39";"462.39";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1475";"2020-07-26 19:08:12";"1";"en";"44621377";"2020-07-26 19:04:43";"2020-07-26 19:08:12";"86.173.202.94";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"< 1 year";"No and I don't know what ELTS is.";"Stability";"8";"4";"Somewhat disappointed.";"Yes";"Yes";"No";"1 person";"8";"Packages are too old";"Better website and publicity
Maybe a website or guidance for users of small businesses to help them set up";"10";"418.31";"418.31";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1476";"2020-07-26 19:12:17";"1";"en";"931829244";"2020-07-26 19:08:06";"2020-07-26 19:12:17";"50.71.91.212";"";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"> 20 years";"I'm not using LTS.";"No and I don't know what ELTS is.";"";"";"";"";"No";"No";"No";"";"";"";"";"";"502.13";"502.13";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1477";"";"";"en";"347423002";"2020-07-26 19:08:48";"2020-07-26 19:08:48";"76.224.0.215";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1478";"";"";"en";"1384564491";"2020-07-26 19:08:48";"2020-07-26 19:08:48";"84.1.34.109";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1479";"";"";"en";"1415190810";"2020-07-26 19:12:15";"2020-07-26 19:12:15";"50.208.21.182";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1480";"2020-07-26 19:15:27";"1";"en";"1605979966";"2020-07-26 19:13:18";"2020-07-26 19:15:27";"194.228.32.52";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"5-10 years";"4-6 years";"Yes.";"";"7";"6";"Somewhat disappointed.";"Yes";"Yes";"No";"11-100 people";"9";"";"";"8";"259.14";"259.14";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1481";"";"";"en";"133828368";"2020-07-26 19:14:11";"2020-07-26 19:14:11";"212.114.250.182";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1482";"";"";"en";"1261394418";"2020-07-26 19:21:20";"2020-07-26 19:21:20";"109.90.42.119";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1483";"";"";"en";"376172397";"2020-07-26 19:23:01";"2020-07-26 19:23:01";"62.74.37.88";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1484";"2020-07-26 19:26:01";"1";"en";"427342350";"2020-07-26 19:25:17";"2020-07-26 19:26:01";"100.2.18.38";"";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"> 20 years";"I'm not using LTS.";"No and I don't know what ELTS is.";"";"";"";"";"No";"No";"No";"";"";"";"";"";"89.19";"89.19";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1485";"2020-07-26 19:30:10";"1";"en";"1343139692";"2020-07-26 19:28:30";"2020-07-26 19:30:10";"68.131.10.141";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"If things work, why upgrade....";"9";"9";"Very disappointed.";"Yes";"Yes";"No";"Over 1000 people";"";"";"";"10";"200.07";"200.07";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1486";"2020-07-26 19:29:48";"1";"en";"995394953";"2020-07-26 19:28:37";"2020-07-26 19:29:48";"180.25.2.64";"";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"10-20 years";"I'm not using LTS.";"No.";"";"";"";"Very disappointed.";"No";"No";"No";"";"";"";"Keep on good work";"10";"143.1";"143.1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1487";"";"";"en";"32205803";"2020-07-26 19:28:40";"2020-07-26 19:28:40";"93.34.133.88";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1488";"";"";"en";"898928437";"2020-07-26 19:34:53";"2020-07-26 19:34:53";"37.187.17.188";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1489";"";"";"en";"1291072519";"2020-07-26 19:40:28";"2020-07-26 19:40:28";"89.45.224.253";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1490";"";"";"en";"838878616";"2020-07-26 19:44:10";"2020-07-26 19:44:10";"178.239.161.219";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1491";"2020-07-26 19:48:58";"1";"en";"1975902381";"2020-07-26 19:47:06";"2020-07-26 19:48:58";"80.229.153.16";"";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"> 20 years";"I'm not using LTS.";"No.";"";"";"";"Not disappointed at all.";"No";"No";"No";"";"";"";"";"7";"225.07";"225.07";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1492";"";"";"en";"1167337796";"2020-07-26 19:48:17";"2020-07-26 19:48:17";"83.32.113.123";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1494";"2020-07-26 19:57:02";"1";"en";"608178662";"2020-07-26 19:52:55";"2020-07-26 19:57:02";"84.115.52.161";"";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"> 20 years";"4-6 years";"No.";"""accidentally"" as in: not having had time to migrate to new stable yet, and happy that there's no immediate need to.";"";"";"Somewhat disappointed.";"No";"Yes";"No";"11-100 people";"";"the only problem i see is, that it might keep people from upgrading to new stable, which will eventually bite them later (when LTS reaches EOL and the gap between LTS and current stable is already large)";"";"";"495.69";"495.69";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1495";"2020-07-26 19:54:35";"1";"en";"1836939766";"2020-07-26 19:53:07";"2020-07-26 19:54:35";"70.95.145.234";"";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"> 20 years";"I'm not using LTS.";"No and I don't know what ELTS is.";"";"";"";"Not disappointed at all.";"No";"No";"No";"";"";"";"";"";"177.69";"177.69";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1496";"";"";"en";"1725011243";"2020-07-26 19:57:05";"2020-07-26 19:57:05";"87.155.30.116";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1497";"2020-07-26 20:00:09";"1";"en";"137651940";"2020-07-26 19:57:44";"2020-07-26 20:00:09";"201.103.164.140";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"To relax the time frame in which I have to upgrade my systems.";"9";"9";"Somewhat disappointed.";"No";"No";"Yes";"2-10 people";"";"";"";"10";"291.15";"291.15";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1498";"2020-07-26 20:00:19";"1";"en";"1126842586";"2020-07-26 19:58:54";"2020-07-26 20:00:19";"106.200.217.132";"";"No";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"";"1-5 years";"I'm not using LTS.";"";"";"";"";"";"No";"No";"No";"";"";"";"";"9";"171.36";"171.36";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1499";"";"";"en";"1253650312";"2020-07-26 20:03:55";"2020-07-26 20:03:55";"78.242.12.134";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1500";"2020-07-26 20:06:30";"1";"en";"625462137";"2020-07-26 20:05:55";"2020-07-26 20:06:30";"79.220.111.36";"";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"I'm not using Debian.";"I'm not using LTS.";"No and I don't know what ELTS is.";"";"";"";"";"No";"No";"No";"";"";"";"";"";"70.48";"70.48";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1501";"";"";"en";"1421861967";"2020-07-26 20:06:36";"2020-07-26 20:06:36";"109.134.144.48";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1502";"2020-07-26 20:08:12";"1";"en";"1292708106";"2020-07-26 20:06:46";"2020-07-26 20:08:12";"94.104.124.217";"";"No";"No";"No";"No";"No";"No";"No";"No";"No";"No";"Debian user (guest on salsa)";"10-20 years";"I'm not using LTS.";"No.";"";"";"";"";"No";"No";"No";"";"";"";"";"10";"173.67";"173.67";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1503";"2020-07-26 20:20:18";"1";"en";"330116757";"2020-07-26 20:18:07";"2020-07-26 20:20:18";"90.96.169.19";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No.";"I prefer having a stable system.";"9";"7";"Somewhat disappointed.";"Yes";"Yes";"No";"101-1000 people";"9";"";"";"6";"260.5";"260.5";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1504";"";"";"en";"150850445";"2020-07-26 20:19:52";"2020-07-26 20:19:52";"94.68.29.222";"https://nm20.abv.bg/Mail.html";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1505";"";"";"en";"1310521826";"2020-07-26 20:22:14";"2020-07-26 20:22:14";"82.213.218.205";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1506";"";"";"en";"1609102709";"2020-07-26 20:29:53";"2020-07-26 20:29:53";"81.187.24.15";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1507";"";"";"en";"934861140";"2020-07-26 20:33:22";"2020-07-26 20:33:22";"94.60.79.142";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1508";"";"";"en";"971075621";"2020-07-26 20:36:45";"2020-07-26 20:36:45";"69.246.137.205";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1509";"2020-07-26 20:48:42";"1";"en";"1863495918";"2020-07-26 20:39:01";"2020-07-26 20:48:42";"31.24.8.243";"";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"> 20 years";"4-6 years";"No.";"";"9";"7";"Very disappointed.";"No";"Yes";"Yes";"11-100 people";"9";"";"";"8";"1162.15";"1162.15";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1510";"";"";"en";"94690785";"2020-07-26 20:40:00";"2020-07-26 20:40:00";"172.58.43.0";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1511";"2020-07-26 20:48:06";"1";"en";"2086851883";"2020-07-26 20:44:27";"2020-07-26 20:48:06";"80.187.118.123";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"> 20 years";"4-6 years";"No.";"Old self developed software deployed with a very old deployment method.";"8";"7";"Very disappointed.";"No";"Yes";"Yes";"101-1000 people";"8";"";"";"10";"439.25";"439.25";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1512";"";"";"en";"1365256878";"2020-07-26 21:00:30";"2020-07-26 21:00:30";"73.66.0.129";"http://m.facebook.com";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1513";"";"";"en";"1235633277";"2020-07-26 21:00:39";"2020-07-26 21:00:39";"14.136.27.222";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1514";"2020-07-26 21:06:00";"1";"en";"1699620787";"2020-07-26 21:03:10";"2020-07-26 21:06:00";"217.10.8.70";"";"No";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"> 20 years";"";"No.";"";"2";"3";"Somewhat disappointed.";"No";"No";"Yes";"2-10 people";"1";"Shoot first, don't even ask questions later. No reasonable QA.";"Integrate into the stable release/security team.";"2";"340.07";"340.07";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1515";"";"";"en";"955979498";"2020-07-26 21:05:11";"2020-07-26 21:05:11";"194.96.39.32";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1516";"";"";"en";"2018161386";"2020-07-26 21:05:52";"2020-07-26 21:05:52";"62.212.108.43";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1517";"";"";"en";"1143679200";"2020-07-26 21:07:36";"2020-07-26 21:07:36";"72.198.107.99";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1518";"";"";"en";"2136388776";"2020-07-26 21:09:45";"2020-07-26 21:09:45";"85.136.154.140";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1519";"";"";"en";"1211124735";"2020-07-26 21:11:15";"2020-07-26 21:11:15";"81.187.69.153";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1520";"";"";"en";"1690064243";"2020-07-26 21:16:10";"2020-07-26 21:16:10";"147.147.194.99";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1521";"2020-07-26 21:24:47";"1";"en";"1139210184";"2020-07-26 21:22:07";"2020-07-26 21:24:47";"151.34.210.26";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"";"8";"8";"Very disappointed.";"No";"Yes";"No";"11-100 people";"";"";"";"10";"320.75";"320.75";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1522";"";"";"en";"1591327367";"2020-07-26 21:25:38";"2020-07-26 21:25:38";"217.239.24.42";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1523";"";"";"en";"1713559624";"2020-07-26 21:28:16";"2020-07-26 21:28:16";"188.213.137.196";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1524";"2020-07-26 22:01:43";"1";"en";"515166676";"2020-07-26 21:36:15";"2020-07-26 22:01:42";"172.58.43.0";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"I use it for three projects which have very limited admin resources (just me!). For all three, I needed a system that I could set up with unattended upgrades and then mostly forget about.

1. Family server for remote backups, photo sharing, VPN (for a relative in China), personal websites, etc.

2. My father's desktop computer. Web browsing, email, photos, and (until it stopped working) Netflix.

3. A lab of community computers for a building of elderly, disabled, and low-income people. Debian LTS (with a dynamically created & destroyed guest account) has given them access to the digital world when there is no funding for someone to maintain their computers.";"10";"";"Very disappointed.";"Yes";"No";"Yes";"11-100 people";"";"None, except question eight now has me worried Debian LTS may go away.";"Thank you for existing! I read that Debian LTS was created originally for corporations. I hope the project can modify that perception so more individuals, families, and non-profits learn about Debian LTS. It is an amazing system for people who want something stable and secure but lack sysadmin resources.";"10";"2433.9";"2433.9";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1525";"2020-07-26 21:40:08";"1";"en";"1635778188";"2020-07-26 21:37:21";"2020-07-26 21:40:08";"24.96.63.109";"https://mail.marenka.net/squirrelmail/src/read_body.php?mailbox=debian&passed_id=7010&startMessage=1";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"> 20 years";"4-6 years";"No.";"Legacy software support.";"9";"9";"Somewhat disappointed.";"No";"Yes";"No";"Over 1000 people";"";"";"";"10";"333.14";"333.14";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1526";"2020-07-26 21:49:34";"1";"en";"1148782773";"2020-07-26 21:46:03";"2020-07-26 21:49:34";"5.169.95.74";"https://m.facebook.com/";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"";"10";"10";"";"Yes";"Yes";"No";"Over 1000 people";"";"";"";"10";"422.1";"422.1";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1527";"2020-07-26 21:52:05";"1";"en";"1241706659";"2020-07-26 21:46:35";"2020-07-26 21:52:05";"80.187.106.167";"";"Yes";"No";"No";"Yes";"No";"No";"No";"No";"No";"No";"";"> 20 years";"4-6 years";"Yes.";"It is often not possible to upgrade all ~200 servers in time after a new stable release.";"9";"9";"Very disappointed.";"No";"Yes";"No";"Over 1000 people";"";"We need a better estimate how long a LTS or ELTS release is supported. ";"";"9";"661.54";"661.54";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1528";"";"";"en";"53067070";"2020-07-26 21:46:52";"2020-07-26 21:46:52";"92.142.71.24";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1529";"";"";"en";"753197526";"2020-07-26 21:48:39";"2020-07-26 21:48:39";"85.70.109.105";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1530";"2020-07-26 21:53:21";"1";"en";"1072689256";"2020-07-26 21:49:10";"2020-07-26 21:53:21";"46.93.17.145";"";"Yes";"No";"No";"No";"No";"No";"No";"No";"No";"No";"";"10-20 years";"4-6 years";"No and I don't know what ELTS is.";"Corporate systems (Telecommunications) seldom get changed, so LTS is a goot choice to get updates at least (manually).

For my web server LTS is good as I can install once in a while and then let it running.";"10";"10";"Somewhat disappointed.";"Yes";"Yes";"No";"Over 1000 people";"";"";"";"10";"502.7";"502.7";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1531";"";"";"en";"1440026912";"2020-07-26 21:50:53";"2020-07-26 21:50:53";"78.102.107.142";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1532";"";"";"en";"2138069202";"2020-07-26 21:53:36";"2020-07-26 21:53:36";"46.91.119.26";"http://layer-acht.org/thinking/blog/20200726-lts-survey/";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1533";"";"";"en";"1237534123";"2020-07-26 21:53:47";"2020-07-26 21:53:47";"153.19.229.1";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1534";"";"";"en";"168632602";"2020-07-26 22:01:53";"2020-07-26 22:01:53";"188.195.112.193";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1535";"";"";"en";"1052377207";"2020-07-26 22:03:12";"2020-07-26 22:03:12";"188.23.238.83";"";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"";"";"";"";"";"";"";"";"N/A";"N/A";"N/A";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
